# N=80
# DT=0.5
# Worker=7
# RS=0.0001
# Iterations=500000
# TS=
# Unit=1000.00
# M0=1000.0
# MMAX=6
# Report=1000
# Init_Mode=Random
# P1=
# P2=
# P3=
# P4=
# P5=
# P6=
# P7=
# P8=
# P9=
# P10=
main_task_000000000069BC70 Report_Interval= 1000
main_task_000000000069BC70 Max_Iterations= 500000
main_task_000000000069BC70 Abstract_Sync.Initialize: Number of workers:  7
S144b_00000000006A6330 Worker started 1
S144b_00000000006A6330 Worker started, My_Cpu : 2
S144b_00000000006A99F0 Worker started 2
S144b_00000000006A99F0 Worker started, My_Cpu : 3
S144b_00000000006AD090 Worker started 3
S144b_00000000006AD090 Worker started, My_Cpu : 4
S144b_00000000006B0930 Worker started 4
S144b_00000000006B0930 Worker started, My_Cpu : 5
S144b_00000000006B4450 Worker started 5
S144b_00000000006B4450 Worker started, My_Cpu : 6
S144b_00000000006B7E60 Worker started 6
S144b_00000000006B7E60 Worker started, My_Cpu : 7
S144b_00000000006BB6C0 Worker started 7
S144b_00000000006BB6C0 Worker started, My_Cpu : 1
main_task_000000000069BC70 Starting Time: 0.0000000E+00
P 68;  0.0000000E+00;  4.8163076E+03;  7.8289238E+01; -3.6512350E+02; -4.4293213E+02;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  5.7933863E+02;  0.0000000E+00;  0.0000000E+00
P 69;  0.0000000E+00;  4.7488311E+03;  3.4880371E+01;  3.3966226E+02;  7.1203201E+01;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  3.4879362E+02;  0.0000000E+00;  0.0000000E+00
P 70;  0.0000000E+00;  2.7544028E+03;  1.7720435E+02;  1.0270438E+02;  1.6324278E+02;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  2.6191177E+02;  0.0000000E+00;  0.0000000E+00
P 71;  0.0000000E+00;  1.1701057E+03; -2.8081262E+02; -3.2863330E+02;  3.5663980E+02;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  5.6039943E+02;  0.0000000E+00;  0.0000000E+00
P 72;  0.0000000E+00;  5.9123022E+03;  4.2042822E+02;  4.2805511E+02;  2.4008510E+02;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  6.4624448E+02;  0.0000000E+00;  0.0000000E+00
P 73;  0.0000000E+00;  2.9112227E+03;  3.1430359E+02;  3.0443173E+02; -1.2111139E+02;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  4.5401916E+02;  0.0000000E+00;  0.0000000E+00
P 74;  0.0000000E+00;  3.2121060E+03; -2.7379572E+02;  1.6358194E+02;  2.4708792E+02;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  4.0345456E+02;  0.0000000E+00;  0.0000000E+00
P 75;  0.0000000E+00;  1.8378335E+03;  3.3473663E+02;  3.1661551E+02;  3.7980670E+02;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  5.9711567E+02;  0.0000000E+00;  0.0000000E+00
P 76;  0.0000000E+00;  5.9557510E+03;  4.8275000E+02; -1.3744235E+02; -1.7951631E+02;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  5.3307042E+02;  0.0000000E+00;  0.0000000E+00
P 77;  0.0000000E+00;  9.0922339E+02;  2.7770822E+02; -9.4180466E+01; -6.2061073E+01;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  2.9973888E+02;  0.0000000E+00;  0.0000000E+00
P 78;  0.0000000E+00;  4.7653394E+03; -5.1307442E+01;  2.0958231E+02;  2.5578267E+02;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  3.3463707E+02;  0.0000000E+00;  0.0000000E+00
P 79;  0.0000000E+00;  5.0815479E+03;  6.8572609E+01;  4.9096554E+01;  4.0993982E+02;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  4.1852518E+02;  0.0000000E+00;  0.0000000E+00
P 80;  0.0000000E+00;  5.7484956E+03; -4.5252252E+02; -7.2902679E+01; -4.8788763E+02;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  6.6942197E+02;  0.0000000E+00;  0.0000000E+00
P 1;  0.0000000E+00;  5.2623828E+02;  1.1405435E+02;  2.7622600E+02;  3.0253713E+02; -1.6993135E-06; -5.1518326E-06; -8.2181688E-06;  4.2525041E+02;  9.8471998E-06;  0.0000000E+00
P 2;  0.0000000E+00;  4.7922637E+03; -2.2080445E+02; -8.9919945E+01;  3.8886083E+02;  4.8006836E-06;  3.7135437E-06; -7.3622345E-06;  4.5612821E+02;  9.5414604E-06;  0.0000000E+00
P 3;  0.0000000E+00;  2.3251870E+03;  4.9412396E+02;  3.2291461E+02;  1.3285775E+02; -9.1569781E-06; -3.0417681E-06; -1.4960659E-06;  6.0504836E+02;  9.7642621E-06;  0.0000000E+00
P 4;  0.0000000E+00;  5.2037759E+03;  1.4292076E+02;  4.6495857E+02; -2.9957314E+02; -1.2035787E-06; -9.6812715E-06;  4.9240020E-06;  5.7127654E+02;  1.0928011E-05;  0.0000000E+00
P 5;  0.0000000E+00;  5.7091128E+03; -2.0910438E+02;  7.0675475E+01; -4.3141071E+01;  4.8781778E-06;  1.4896945E-06; -1.2012316E-06;  2.2490180E+02;  5.2401112E-06;  0.0000000E+00
P 6;  0.0000000E+00;  5.6415664E+03;  4.1839271E+02; -2.9364302E+02;  1.0606819E+02; -6.1745744E-06;  6.1541539E-06; -3.4931687E-06;  5.2204324E+02;  9.3915498E-06;  0.0000000E+00
P 7;  0.0000000E+00;  4.8145273E+03; -4.8572330E+02; -4.0272158E+02; -4.1475565E+02;  7.4224038E-06;  3.5707086E-06;  5.9503268E-06;  7.5507221E+02;  1.0161123E-05;  0.0000000E+00
P 8;  0.0000000E+00;  5.0664541E+03;  3.7503165E+02;  4.7381611E+01;  4.7454291E+02;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  6.0669986E+02;  0.0000000E+00;  0.0000000E+00
P 9;  0.0000000E+00;  3.4261121E+03; -4.6323026E+02; -4.1339575E+02; -3.5394107E+02;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  7.1466957E+02;  0.0000000E+00;  0.0000000E+00
P 10;  0.0000000E+00;  3.6646284E+03; -1.4146710E+02; -1.0422087E+02; -4.4922101E+02;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  4.8236340E+02;  0.0000000E+00;  0.0000000E+00
P 11;  0.0000000E+00;  2.3018003E+03; -2.5851379E+02; -3.3347119E+02; -3.5013330E+02;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  5.4829348E+02;  0.0000000E+00;  0.0000000E+00
P 12;  0.0000000E+00;  3.7920527E+03;  1.3607832E+02;  2.2086378E+02;  2.9931635E+01;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  2.6113986E+02;  0.0000000E+00;  0.0000000E+00
P 13;  0.0000000E+00;  5.5372031E+03;  2.5466698E+02;  1.9790431E+02; -2.7033185E+02;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  4.2083333E+02;  0.0000000E+00;  0.0000000E+00
P 14;  0.0000000E+00;  5.5560415E+03; -1.2605453E+02;  2.5822693E+02; -4.9867917E+02;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  5.7554479E+02;  0.0000000E+00;  0.0000000E+00
P 15;  0.0000000E+00;  2.2024902E+02;  2.4038347E+02;  2.1507701E+02;  2.7966351E+02;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  4.2691218E+02;  0.0000000E+00;  0.0000000E+00
P 16;  0.0000000E+00;  5.0829307E+03;  3.4296268E+02; -4.7101807E+02;  2.9948442E+01;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  5.8341951E+02;  0.0000000E+00;  0.0000000E+00
P 17;  0.0000000E+00;  5.1369342E+02; -4.5716190E+02; -1.9322872E+01;  3.9068167E+02;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  6.0166647E+02;  0.0000000E+00;  0.0000000E+00
P 18;  0.0000000E+00;  4.1996929E+03; -2.6845682E+02;  4.6440775E+02;  1.6835710E+02;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  5.6221680E+02;  0.0000000E+00;  0.0000000E+00
P 19;  0.0000000E+00;  6.4676172E+02;  4.3909641E+02;  3.4511441E+02; -4.6046759E+02;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  7.2383701E+02;  0.0000000E+00;  0.0000000E+00
P 20;  0.0000000E+00;  2.3974072E+03; -4.1291690E+02;  3.4738559E+02;  6.7069260E+01;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  5.4376043E+02;  0.0000000E+00;  0.0000000E+00
P 21;  0.0000000E+00;  2.3039741E+03;  3.8661737E+02;  1.6341731E+02;  3.5565848E+02;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  5.5015558E+02;  0.0000000E+00;  0.0000000E+00
P 22;  0.0000000E+00;  4.9705918E+03; -2.6478745E+02;  3.4713702E+02; -2.6501346E+02;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  5.1073343E+02;  0.0000000E+00;  0.0000000E+00
